season,episode,actor,dialogue
5,10,SYLVIA,"Yeah, yeah. Is that your car out there?"
5,10,GEORGE,"No, it's, it's his."
5,10,SYLVIA,"Oh, nice. You guys are obviously from Manhattan."
5,10,GEORGE,"Well, he is. I, uh, I live around the corner."
5,10,SYLVIA,"Really? Ah, I didn't think any cool guys lived in this neighborhood."
5,10,GEORGE,"Well, they do now. Neighborhood's changing."
5,10,JERRY,"Alright, I'll take it."
5,10,GEPETTO,Smart choice.
5,10,SYLVIA,"Wow, you bought the Indian? Oh, you guys have great taste."
5,10,GEORGE,"Well, we're collectors. We, uh, see objects of great beauty and, uh, we must have them."
5,10,ELAINE,Knocked you out Jack. Pair of deuces
5,10,THE GIRLS,Oh/Aah.
5,10,ELAINE,"Ha, ha, ha ha!"
5,10,ELAINE,Who is it?
5,10,JERRY,It's Jerry.
5,10,ELAINE,Jerry!
5,10,JERRY,Surprise!
5,10,ELAINE,What is this?
5,10,JERRY,"Well, I felt bad about this afternoon, so I got you something."
5,10,ELAINE,"Oh, you did?  Oh, do you guys all know Jerry?"
5,10,THE GIRLS,Hi Jerry/Hello.
5,10,JERRY,Hi. Hi Winona. Nice to see you again.
5,10,GIRL,"Elaine, is it your birthday?"
5,10,ELAINE,No.
5,10,JERRY,"I don't need a reason to give gifts, it's my nature. I love to make people happy."
5,10,THE GIRLS,Aww/That's so sweet.
5,10,JERRY,Are you ready?
5,10,ELAINE,Yeah.
5,10,JERRY,Ta-da!
5,10,JERRY,It's a cigar store Indian. Read the card.
5,10,ELAINE,That's very nice. Thank you very much.
5,10,JERRY,Read it out loud.
5,10,ELAINE,"I, I don't think so."
5,10,JERRY,We had a little fight this afternoon. Let's bury the hatchet. We smoke um peace pipe.
5,10,WINONA,"Hey, you know, it's late. I really should go."
5,10,ELAINE,"I, uh, I don't blame you Winona. I, uh..."
5,10,JERRY,"Hey-yah, ho-ah, hey-yah, ho-ah."
5,10,ELAINE,Are you out of your mind?!
5,10,JERRY,"...ho-ah. It's, it's, it's kitschy."
5,10,ELAINE,Winona is a Native American.
5,10,JERRY,She is?
5,10,SYLVIA,You got very unusual taste.
5,10,GEORGE,I hope prune juice is alright. It's the only thing I had that was chilled.
5,10,SYLVIA,Fine.
5,10,GEORGE,I'm sorry about that lock on the liquor cabinet. The combination musta just flown outta my head. It's a mental block.
5,10,SYLVIA,Ahh! Is this your son in the bubble bath?
5,10,GEORGE,"No, that's me."
5,10,SYLVIA,Oh. You don't see many guys your age who keep baby pictures of themselves around. I like it. Consistent with the rest of the house.
5,10,GEORGE,"Yes, it is consistent. I've, uh, I've tried to maintain a consistent feel throughout the house."
5,10,SYLVIA,What is this we're listening to?
5,10,GEORGE,The Ray Conniff Singers.
5,10,SYLVIA,"Mmmm, what's that smell? Kasha?"
5,10,GEORGE,"It's a pot pourri. May I, uh, may I show you the master bedroom?"
5,10,WINONA,Who is it?
5,10,JERRY,"Uh, Winona, it's Jerry Seinfeld."
5,10,WINONA,Yeah?
5,10,JERRY,"Uhm, listen, I really felt bad about what happened, and I, I, I'd really like to apologise. Can I come up?"
5,10,WINONA,I'll come down.
5,10,KRAMER,I came by to get my ball.
5,10,ELAINE,It's right over there.
5,10,KRAMER,"Oh, yeah, thanks. Yeah, it's got the magic grip. How d'you think I bowled that two-twenty today, huh?  Yo! Where did this come from?"
5,10,ELAINE,You want it?
5,10,KRAMER,I can have this?!
5,10,ELAINE,"Yuh! You wanna lug it uptown, it's yours."
5,10,KRAMER,Oh. I'll lug.
5,10,WINONA,It's just that it's a very sensitive issue for me.
5,10,JERRY,"And we'll it should be. I think if you spent any time with me at all, you'd see I'm very sensitive to these matters as we'll. You wouldn't be hungry by any chance, wouldya?"
5,10,WINONA,I guess I could go for a bite.
5,10,JERRY,"You like Chinese food, 'cos I once went to a great Szechwan restaurant in this neighbourhood. I don't remember the exact address... Uh, excuse me, you must know where the Chinese restaurant is around here."
5,10,MAILMAN,"Why must I know? Because I'm Chinese? You think I know where all the Chinese restaurants are?  Oh, ask honorable Chinaman for location of restaurant."
5,10,JERRY,"I asked because you we're the mailman, you would know the neighbourhood."
5,10,MAILMAN,"Oh, hello American Joe. Which way to hamburger, hotdog stand?"
5,10,JERRY,I didn't know that...
5,10,WINONA,"You know, it's late. I should probably just go home."
5,10,JERRY,"I, I had no idea."
5,10,KRAMER,Hey Jerry!  Look what I got!
5,10,GEORGE,Looks pretty good.
5,10,JERRY,"Yeah, did a good job."
5,10,GEORGE,Yeah. I don't think they'll be able to tell.
5,10,JERRY,"You know, I don't get it. Not allowed to ask a Chinese person where the Chinese restaurant is! I mean, aren't we all getting a little too sensitive? I mean, someone asks me which way is Israel, I don't fly off the handle."
5,10,GEORGE,"So, anyway, what's uh, what's the status with, uh..."
5,10,JERRY,"Ah, she kinda calmed down. I talked to her today. In fact I'm gonna see her tonight."
5,10,GEORGE,"Oh, great."
5,10,JERRY,"Yeah, but I'm a little uncomfortable. I'm afraid of making another mistake."
5,10,GEORGE,Aw c'mon.
5,10,ESTELLE,"Hello, hello!"
5,10,GEORGE,"Ahh, hey you're home. Hi."
5,10,ESTELLE,"Oh, the house looks very nice."
5,10,GEORGE,"Yeah, huh."
5,10,FRANK,Where's the mail?
5,10,ESTELLE,Hello Jerry.
5,10,JERRY,Hello.
5,10,GEORGE,"So, how was the trip?"
5,10,ESTELLE,"Ah, your father..."
5,10,FRANK,Is there anything wrong with getting a receipt at a toll booth?
5,10,ESTELLE,I'm going upstairs.
5,10,FRANK,"This stack should be bigger, where's the TV Guide?"
5,10,GEORGE,What TV Guide?
5,10,FRANK,"I'm missing TV Guide volume forty-one, number thirty-one."
5,10,JERRY,"Uh, Elaine took it to read on the subway."
5,10,FRANK,Elaine took it?
5,10,GEORGE,I didn't know she took it!
5,10,JERRY,"Wa, it's two weeks old."
5,10,FRANK,How could you let her take the TV Guide?!
5,10,GEORGE,He collects them.
5,10,JERRY,You collect TV Guide?
5,10,FRANK,"The nerve of that woman. Walking into my house, stealing my collectible!"
5,10,ESTELLE,Oh my God!  This was in our bed.
5,10,FRANK,What is this?  A prophylactic wrapper?!
5,10,ESTELLE,What is this doing on my bed?!
5,10,GEORGE,"I don't know, uh..."
5,10,JERRY,I'll see you later.
5,10,FRANK,You we're having sex on our bed?!
5,10,GEORGE,Yes!
5,10,ESTELLE,"Who told you, you could have sex in our bed?"
5,10,GEORGE,"Well, my bed is too small."
5,10,FRANK,"Your bed is too small? I'm gone two weeks and you turn our house into, into Bourbon Street!"
5,10,ESTELLE,Where am I going to sleep?
5,10,GEORGE,What are you talking about?
5,10,ESTELLE,I can't sleep in there!
5,10,GEORGE,Of course you can.
5,10,ESTELLE,I can't!  I can't!
5,10,FRANK,That's it! You're grounded!
5,10,GEORGE,"You can't ground me, I'm a grown man."
5,10,FRANK,You wanna live here? You respect the rules of our house. You're grounded!
5,10,WINONA,"So, where are we gonna go eat?"
5,10,JERRY,I thought we'd eat at the Gentle Harvest.
5,10,WINONA,"Ooh, I love that place, but it's usually so crowded. Can we get a table?"
5,10,JERRY,"Ah, don't worry. I made reser..."
5,10,WINONA,You made what?
5,10,JERRY,"I uh, I uh, I arranged for the appropriate accommodations. And then, Knick tickets, floor seats."
5,10,WINONA,How did you get these?
5,10,JERRY,"Got 'em on the street, from a scal..."
5,10,WINONA,From who?
5,10,JERRY,"A uh, one of those guys."
5,10,WINONA,What guys?
5,10,JERRY,"You know, the guys, that uh, they sell the tickets for the sold-out events."
5,10,WINONA,Oh.
5,10,JERRY,"Wait a second, you got the Mark McEwan TV Guide."
5,10,WINONA,That's Al Roker.
5,10,JERRY,"Oh we'll, they're both chubby weathermen. I get Dom Deluise and Paul Prudhoe mixed up too. Could I have this?"
5,10,WINONA,"Sure, take it."
5,10,JERRY,Thanks.
5,10,JERRY,"So, Winona had the TV Guide. Told you I'd make it up to you."
5,10,ELAINE,"Aah, so Mr Costanza was pretty mad, huh?"
5,10,JERRY,Yeah. You almost ruined his life's work.
5,10,ELAINE,He collects  these?
5,10,JERRY,Yeah.
5,10,ELAINE,"Wow! Alright, we'll I will personally go out to Queens and deliver his Al Roker TV Guide to him."
5,10,JERRY,What'ya do with the one you took?
5,10,ELAINE,I dunno.
5,10,ELAINE,Hi.
5,10,KRAMER,"Yeah uh, Elaine uh, what'd he say?"
5,10,ELAINE,What did who say?
5,10,KRAMER,Your boss. Didn't you tell him about the coffee table book?
5,10,ELAINE,Uhmm...
5,10,KRAMER,"Yeah, you didn't tell him didya?"
5,10,ELAINE,"Kramer, it is such a dumb idea. I would be  totally embarrassed to bring it..."
5,10,KRAMER,"Wait a minute, on the cover I'm..."
5,10,ELAINE,I would be embarrassed to bring it up.
5,10,JERRY,"I thought it was a pretty good idea. It's about coffee tables, it's on a coffee table."
5,10,KRAMER,"Yeah, right, right, and on the cover is a built-in coaster. Alright, we'll I'm gonna go."
5,10,JERRY,Where you going?
5,10,KRAMER,"Well, I'm gonna go to the cigar stores. I'm gonna see if I can sell that Indian."
5,10,JERRY,My Indian?
5,10,KRAMER,"You know, I think it's worth something. It's kitschy."
5,10,FRANK,How do you just walk into a house and take a TV Guide? How does she expect you to watch TV?  Am I just supposed to turn it on and wander aimlessly around the dial?
5,10,RICKY,Hello. Is Elaine home?
5,10,ESTELLE,"Elaine Benes? Oh, she's my son's friend."
5,10,FRANK,And she's not welcome in this house!
5,10,RICKY,"Oh, 'cos I made her this very special gift. 'Kay, it's a bouquet of paper from her TV Guide."
5,10,FRANK,That's my TV Guide! Ripped to shreds! She gave that to you?!
5,10,RICKY,"Hey, is that the Twilight Zone you're watching?"
5,10,GEORGE,Yeah.
5,10,RICKY,"Oh, this is a good one."
5,10,TANNOY,"Next stop, Queensboro Plaza."
5,10,ELAINE,"Mmm, gyro."
5,10,WINONA,I like your place. It's very unassuming.
5,10,JERRY,"Well, why would I assume. I never assume. Leads to assumptions."
5,10,WINONA,"Oh, by the way. That TV Guide I gave you, I need it back."
5,10,JERRY,Why?
5,10,WINONA,"Well, I'm doing a report on minorities in the media, and I wanted to use that interview with Al Roker."
5,10,JERRY,"Well, it's too late. I gave it to Elaine, and she's already on her way to give it to George's father."
5,10,WINONA,"Jerry, I really need it back. It, it is mine."
5,10,JERRY,"You can't give something and then take it back. I mean, what are you..."
5,10,WINONA,What?
5,10,JERRY,"A uh, a person that uh..."
5,10,WINONA,A person that what?
5,10,JERRY,"Well, a person that gives something and then they're dissatisfied and they wish they had, had never uh..."
5,10,WINONA,And?
5,10,JERRY,"...give, given it to the person that they originally gave it to."
5,10,WINONA,"You mean like, an Indian giver?!"
5,10,JERRY,"I'm sorry, I'm not familiar with that term."
5,10,RICKY,I like the special fall preview issues the best.
5,10,FRANK,Those. I've been saving those from the beginning.
5,10,RICKY,"These are worth like, a lot of money."
5,10,ESTELLE,"Oh, hello Elaine!"
5,10,ELAINE,Hello.
5,10,RICKY,Elaine! Hello! You look scrumptious.
5,10,FRANK,Why'd you take my TV Guide?
5,10,ELAINE,"I'm so sorry about that Mr Costanza, but look. Look, I brought you another one."
5,10,RICKY,I made this for you.
5,10,ELAINE,"Oh, thank you."
5,10,FRANK,What is this? You got stains all over it! What the he'll'd you do?
5,10,RICKY,"Hey, you can't talk to her like that."
5,10,FRANK,I'll talk to her any way I want!
5,10,RICKY,"Come on Elaine, let's go."
5,10,ESTELLE,My coffee table!
5,10,KRAMER,"I don't understand. How can you have a cigar store, without an Indian? It's unseemly."
5,10,SPIKE,I'll give you a box of Coronas for it.
5,10,KRAMER,Forget it.
5,10,LIPPMAN,"Uh, excuse me. Are you uh, selling this Indian?"
5,10,KRAMER,"Oh yeah, yeah."
5,10,LIPPMAN,"Uh, I'm just uh, redecorating my office in a south-western motif and this'd be perfect. Give you five hundred dollars for it?"
5,10,KRAMER,Giddyup.
5,10,LIPPMAN,"Yeah? Could you help me bring it up to my office, I'm right next door. Pendant Publishing."
5,10,KRAMER,Pendant Publishing? Giddyup again.
5,10,ELAINE,"Mr Lippman. I'm sorry, I was in Queens uh... Kramer!"
5,10,KRAMER,"Yeah, hi Elaine."
5,10,ELAINE,What are you doing in here with that?
5,10,KRAMER,"Ah, we'll, it's a business transaction."
5,10,LIPPMAN,"Listen uh, petty cash just had tens and twenties. Go ahead, count it."
5,10,KRAMER,"Yeah, I'm sure it's all here. You know I was just admiring your coffee table, out there in the hall."
5,10,LIPPMAN,"You like that, huh? I had that custom made for me in Santa Fe."
5,10,KRAMER,You mind if I use it in my book?
5,10,LIPPMAN,What book?
5,10,KRAMER,"Well, I'm doing a coffee table book on coffee tables."
5,10,LIPPMAN,About coffee tables?
5,10,KRAMER,Uh huh.
5,10,LIPPMAN,That's fantastic. Who's your publisher?
5,10,KRAMER,"Well, I'm still shopping it around."
5,10,LIPPMAN,"Yeah?  You see, this is the kind of idea you should be coming in with. What the he'll do you do round here all day anyway?"
5,10,ELAINE,We'll I  ...manuscript that I...
5,10,LIPPMAN,"God, that Indian really completes the room. Don't you think?"
5,10,SYLVIA,"I know this coffee table, it's George Costanza's."
5,10,ESTELLE,It's mine. I'm his mother.
5,10,SYLVIA,"Oh, I haven't seen George for a while. He must be working very hard."
5,10,ESTELLE,George doesn't work. He's a bum. That's why he lives at home with us.
5,10,SYLVIA,He does?
5,10,JERRY,I don't know why we didn't think of this before. We just could call TV Guide.
5,10,ELAINE,I dunno.
5,10,JERRY,"Well, it's gonna make Mr Costanza very happy."
5,10,ELAINE,I guess.
5,10,JERRY,What's the matter?
5,10,ELAINE,What d'you think is the matter? I've been assigned to work on Kramer's coffee table book.
5,10,JERRY,"It is a good idea, Elaine."
5,10,TANNOY,"Next stop, Queensboro Plaza."
5,10,JERRY,You want a gyro?
5,10,ELAINE,I don't think so.
5,10,JERRY,Elaine!
5,10,AL ROKER,Guess your boyfriend's gonna have to catch the next train.
5,10,ELAINE,He's not my boyfriend.
5,10,AL ROKER,He's not? Interesting.
5,10,JERRY,"I was always excited as a kid, when that new TV Guide would come. Somehow when that front cover's nice and flat, seems like there's good fresh TV shows in. Then, as the weeks go by you start to hate the TV Guide. All the shows stink. Everything's getting all crumpled and ripped from being sat on, thrown across the room. TV Guide is always thrown, never handed, to another person. It's the world's most thrown reading material. 'Where's TV Guide?'  'There it is.' You know in the back of the TV Guide, they have a phone number, ninety-five cents a minute, they will give you the answers to the TV Guide crossword puzzle? My question is, if you can't do the TV Guide crossword puzzle, where are you coming across ninety-five cents?"
5,11,JERRY,"You know doctor is supposed to be such a prestigious occupation. But it's really like one of the only jobs where you have to have your diploma right up there on the wall. It makes them seem so insecure, doesn't it? `I really am a doctor you know. You think I'm not, just check it out.`I don't know why they need these little bits of psychological leverage over us all the time. `Go in that little room, take your pants off, wait 15 minutes, and I'll give you my opinion.`After that, anyone that comes in with pants on seems like they know what they're talking about. In any difference of opinion, pants always beats no-pants."
5,11,GEORGE,"Can I say one word to you? Lobster. The lobster here is unbelievable. Ooh, a little expensive."
5,11,SASHA,Twenty five dollars.
5,11,GEORGE,"Yes, we'll, you know, I'm not thinking about the price. You know you're the only woman I've never thought about the price. Get the lobster. I beg you to get the lobster. Go for the lobster."
5,11,SASHA,"George, George, uh, I think we have to talk. I think we have a problem."
5,11,GEORGE,We do?
5,11,SASHA,We can't keep seeing each other.
5,11,GEORGE,Why?
5,11,SASHA,"Because it's over. It's my parents George, the differences in our religion. Oh George, can you ever forgive me?"
5,11,WAITER,"Uh, have you decided yet?"
5,11,SASHA,Yes. I'll have the lobster.
